city,state,soil_type,N,P,K,temperature,humidity,ph,rainfall,season,month,label
jaipur,rajasthan,sandy,36,17,20,38.3,34.2,8.3,109.4,Kharif,7,pulses
chennai,tamil_nadu,clay,66,55,52,27.1,82.9,6.6,177.3,Annual,3,banana
kolkata,west_bengal,alluvial,85,53,61,28.5,67.0,6.4,268.7,Annual,8,tea
lucknow,uttar_pradesh,alluvial,67,57,51,14.6,67.3,6.5,65.5,Kharif,7,sugarcane
pune,maharashtra,black,51,45,69,28.7,50.0,6.7,199.2,Rabi,2,wheat
jaipur,rajasthan,sandy,50,30,27,39.8,30.5,8.2,106.0,Rabi,11,barley
mahendragarh,haryana,sandy_loam,49,32,24,12.1,53.6,7.2,101.8,Kharif,6,bajra
kolkata,west_bengal,alluvial,62,42,61,32.2,71.0,6.8,217.0,Annual,3,tea
jaipur,rajasthan,sandy,50,33,24,36.1,30.7,8.2,37.4,Kharif,8,bajra
chennai,tamil_nadu,clay,96,47,69,33.1,83.6,6.8,170.8,Annual,6,sugarcane
madurai,tamil_nadu,loamy,77,49,54,29.0,69.6,6.9,213.4,Annual,4,banana
amritsar,punjab,alluvial,72,70,54,25.0,41.9,7.3,92.0,Rabi,1,wheat
kochi,kerala,loamy,73,38,59,30.2,80.1,6.2,328.1,Annual,9,banana
madurai,tamil_nadu,loamy,55,39,46,27.9,63.6,6.5,193.4,Annual,11,sugarcane
mahendragarh,haryana,sandy_loam,47,20,27,32.4,36.1,7.4,45.5,Rabi,11,mustard
thiruvananthapuram,kerala,laterite,51,49,49,26.2,84.0,6.4,194.0,Kharif,7,tapioca
madurai,tamil_nadu,loamy,81,49,52,28.4,63.5,6.9,160.4,Kharif,9,groundnut
siliguri,west_bengal,laterite,77,29,39,19.2,74.4,5.7,300.0,Kharif,9,maize
thiruvananthapuram,kerala,laterite,83,30,47,29.1,82.3,6.2,261.1,Kharif,8,tapioca
kochi,kerala,loamy,97,53,64,26.7,84.3,6.2,342.3,Annual,1,banana
mahendragarh,haryana,sandy_loam,42,32,25,29.5,33.7,7.4,52.7,Rabi,12,wheat
jodhpur,rajasthan,sandy,45,16,19,29.8,34.5,7.8,54.7,Kharif,9,pulses
madurai,tamil_nadu,loamy,84,53,53,33.0,69.7,6.8,111.1,Annual,11,sugarcane
pune,maharashtra,black,71,42,45,20.0,59.0,6.9,86.1,Rabi,11,wheat
thiruvananthapuram,kerala,laterite,80,35,64,31.6,77.0,6.5,217.8,Annual,12,coconut
chennai,tamil_nadu,clay,74,45,73,31.3,75.6,6.2,226.3,Annual,12,sugarcane
jodhpur,rajasthan,sandy,43,21,15,42.9,24.7,7.8,37.0,Kharif,9,millets
lucknow,uttar_pradesh,alluvial,61,49,45,29.7,70.9,6.4,109.7,Kharif,8,sugarcane
mahendragarh,haryana,sandy_loam,32,36,48,22.8,43.1,7.9,34.7,Rabi,1,barley
jaipur,rajasthan,sandy,35,16,26,31.5,36.1,7.9,46.9,Kharif,9,pulses
mahendragarh,haryana,sandy_loam,38,27,29,12.2,31.7,7.1,127.6,Rabi,1,wheat
pune,maharashtra,black,61,41,48,30.5,51.7,6.8,133.4,Kharif,7,cotton
pune,maharashtra,black,70,31,36,33.2,44.3,6.8,157.6,Kharif,9,groundnut
madurai,tamil_nadu,loamy,55,31,59,26.6,61.4,6.6,212.7,Annual,5,sugarcane
ludhiana,punjab,alluvial,108,63,56,11.6,54.3,6.8,69.5,Kharif,6,sugarcane
lucknow,uttar_pradesh,alluvial,85,35,63,13.6,53.2,7.2,213.8,Kharif,8,sugarcane
siliguri,west_bengal,laterite,85,35,59,22.6,70.4,6.1,257.8,Kharif,6,rice
nagpur,maharashtra,black,68,50,61,27.2,69.3,6.9,99.1,Kharif,7,soybean
madurai,tamil_nadu,loamy,87,43,65,26.7,71.7,6.8,197.8,Annual,12,banana
nagpur,maharashtra,black,79,65,47,35.4,62.5,6.4,106.5,Kharif,7,cotton
amritsar,punjab,alluvial,72,44,60,15.0,54.2,7.1,145.4,Rabi,11,wheat
ludhiana,punjab,alluvial,77,65,40,31.4,42.1,6.5,101.0,Kharif,7,rice
mahendragarh,haryana,sandy_loam,52,32,43,14.6,24.0,7.3,130.6,Rabi,12,gram
jodhpur,rajasthan,sandy,51,14,30,43.2,30.7,8.4,39.6,Kharif,9,pulses
madurai,tamil_nadu,loamy,68,50,48,23.9,50.2,6.4,152.1,Annual,12,banana
kochi,kerala,loamy,73,43,44,27.7,87.1,5.7,335.8,Annual,6,coconut
lucknow,uttar_pradesh,alluvial,72,56,37,13.3,64.3,7.3,182.6,Kharif,7,rice
madurai,tamil_nadu,loamy,55,31,47,31.6,72.1,6.5,138.2,Annual,10,banana
jaipur,rajasthan,sandy,60,29,31,20.5,20.0,7.7,71.9,Kharif,7,bajra
ludhiana,punjab,alluvial,81,68,41,21.0,49.6,7.2,104.5,Kharif,7,sugarcane
madurai,tamil_nadu,loamy,58,42,39,33.2,73.6,6.3,166.6,Annual,8,banana
jodhpur,rajasthan,sandy,55,17,38,24.2,11.6,8.4,60.3,Kharif,9,pulses
ludhiana,punjab,alluvial,74,54,51,13.8,53.3,7.2,82.6,Kharif,7,sugarcane
chennai,tamil_nadu,clay,71,35,60,26.2,59.7,7.4,234.6,Annual,10,banana
pune,maharashtra,black,60,60,41,28.9,63.0,6.7,141.9,Rabi,2,gram
madurai,tamil_nadu,loamy,85,47,39,25.1,54.2,6.7,178.3,Annual,4,banana
pune,maharashtra,black,70,47,54,20.1,39.3,6.7,124.8,Rabi,12,wheat
kochi,kerala,loamy,65,55,58,25.7,75.3,5.8,416.4,Annual,4,pepper
chennai,tamil_nadu,clay,71,49,68,24.0,72.1,6.7,107.6,Kharif,6,groundnut
kolkata,west_bengal,alluvial,84,46,55,30.1,66.4,6.7,267.2,Kharif,9,rice
amritsar,punjab,alluvial,78,44,35,28.1,57.6,6.6,135.2,Kharif,7,maize
siliguri,west_bengal,laterite,72,31,40,15.5,61.1,6.1,247.8,Kharif,6,maize
thiruvananthapuram,kerala,laterite,83,46,51,30.9,77.9,6.0,332.5,Kharif,9,tapioca
kochi,kerala,loamy,87,52,51,25.7,83.0,6.4,399.7,Annual,11,banana
thiruvananthapuram,kerala,laterite,51,38,44,25.9,77.0,5.1,306.0,Kharif,7,rice
thiruvananthapuram,kerala,laterite,57,44,37,26.8,85.7,6.4,371.8,Kharif,8,tapioca
chennai,tamil_nadu,clay,69,55,50,33.4,76.9,6.9,139.2,Annual,1,sugarcane
mahendragarh,haryana,sandy_loam,37,30,28,26.3,49.4,7.2,99.6,Rabi,1,wheat
pune,maharashtra,black,80,32,48,28.0,52.5,6.6,76.1,Kharif,9,cotton
siliguri,west_bengal,laterite,59,48,39,16.5,63.9,6.3,334.8,Annual,11,tea
jaipur,rajasthan,sandy,33,16,23,33.3,37.4,7.1,31.3,Rabi,2,barley
siliguri,west_bengal,laterite,84,30,36,16.6,78.0,5.7,294.6,Annual,3,tea
madurai,tamil_nadu,loamy,65,36,64,30.1,68.2,6.0,160.1,Kharif,9,groundnut
siliguri,west_bengal,laterite,61,42,35,23.6,71.4,6.3,312.3,Kharif,8,rice
thiruvananthapuram,kerala,laterite,59,54,60,26.3,71.8,5.4,353.8,Kharif,6,tapioca
madurai,tamil_nadu,loamy,83,34,64,26.4,50.2,6.7,217.5,Annual,11,banana
amritsar,punjab,alluvial,94,44,35,28.8,52.7,7.2,84.0,Kharif,8,maize
kolkata,west_bengal,alluvial,86,55,42,31.3,82.1,6.0,287.5,Annual,7,tea
kochi,kerala,loamy,99,61,41,29.4,78.4,6.0,235.5,Annual,3,banana
pune,maharashtra,black,85,40,69,22.0,45.7,6.9,89.7,Kharif,8,groundnut
mahendragarh,haryana,sandy_loam,34,15,24,34.8,57.2,7.4,67.0,Kharif,6,bajra
amritsar,punjab,alluvial,105,55,43,8.6,53.0,6.6,126.3,Kharif,7,rice
ludhiana,punjab,alluvial,107,40,43,14.2,43.8,6.8,147.5,Kharif,9,sugarcane
ludhiana,punjab,alluvial,86,70,57,12.3,66.4,7.1,51.1,Kharif,8,maize
kochi,kerala,loamy,70,33,47,24.1,80.4,6.4,439.1,Annual,1,banana
chennai,tamil_nadu,clay,83,48,59,31.5,66.1,6.9,212.3,Annual,8,banana
kolkata,west_bengal,alluvial,73,35,47,23.5,85.2,6.1,265.8,Kharif,8,jute
jaipur,rajasthan,sandy,32,16,37,21.3,18.6,8.2,32.3,Rabi,11,barley
pune,maharashtra,black,85,37,41,23.5,44.7,6.9,128.5,Kharif,9,cotton
siliguri,west_bengal,laterite,72,25,51,16.3,78.2,5.5,171.5,Kharif,6,maize
chennai,tamil_nadu,clay,66,45,43,29.6,60.9,6.1,157.0,Annual,12,sugarcane
pune,maharashtra,black,95,37,56,16.5,36.7,6.9,110.6,Kharif,9,cotton
jodhpur,rajasthan,sandy,39,16,40,30.8,13.4,7.7,11.2,Kharif,9,pulses
siliguri,west_bengal,laterite,72,41,56,19.6,70.6,5.6,200.8,Annual,6,tea
mahendragarh,haryana,sandy_loam,60,15,30,15.0,46.8,7.9,46.0,Rabi,11,barley
siliguri,west_bengal,laterite,84,33,48,26.6,70.9,5.2,220.6,Annual,8,tea
ludhiana,punjab,alluvial,100,40,31,9.6,48.0,6.9,65.0,Kharif,7,rice
kolkata,west_bengal,alluvial,60,54,42,31.1,61.5,6.6,240.0,Annual,10,tea
ludhiana,punjab,alluvial,71,63,50,15.1,47.1,7.3,132.8,Kharif,6,maize
lucknow,uttar_pradesh,alluvial,96,30,45,16.5,79.9,6.1,209.0,Kharif,8,sugarcane
mahendragarh,haryana,sandy_loam,44,35,46,24.9,39.9,7.9,121.8,Kharif,6,bajra
jodhpur,rajasthan,sandy,24,16,29,35.0,30.6,8.3,36.8,Kharif,7,pulses
jodhpur,rajasthan,sandy,46,22,18,25.3,24.5,8.5,44.0,Kharif,6,pulses
chennai,tamil_nadu,clay,74,40,60,29.2,61.3,7.0,167.6,Kharif,7,groundnut
chennai,tamil_nadu,clay,97,53,47,35.9,68.4,6.0,201.0,Annual,5,banana
nagpur,maharashtra,black,102,39,41,21.9,32.0,6.5,186.6,Kharif,9,cotton
lucknow,uttar_pradesh,alluvial,65,43,36,31.9,66.4,7.0,179.9,Kharif,6,rice
madurai,tamil_nadu,loamy,56,47,65,34.7,52.1,6.4,178.3,Kharif,8,groundnut
chennai,tamil_nadu,clay,98,51,68,34.8,81.9,6.1,155.6,Annual,9,banana
mahendragarh,haryana,sandy_loam,57,15,46,30.5,22.8,7.5,71.9,Rabi,1,gram
nagpur,maharashtra,black,70,59,47,26.1,65.2,6.4,131.8,Kharif,7,soybean
pune,maharashtra,black,82,41,63,32.7,53.9,6.1,63.6,Rabi,2,wheat
jodhpur,rajasthan,sandy,50,20,30,36.7,34.9,7.7,23.2,Kharif,9,millets
chennai,tamil_nadu,clay,98,47,45,33.2,75.0,7.4,166.9,Annual,5,sugarcane
jaipur,rajasthan,sandy,35,34,41,29.3,42.1,7.2,92.6,Kharif,8,pulses
siliguri,west_bengal,laterite,76,45,36,18.5,74.7,5.3,173.6,Kharif,9,maize
thiruvananthapuram,kerala,laterite,57,41,48,24.4,86.2,6.0,218.9,Kharif,9,rice
nagpur,maharashtra,black,95,52,54,24.0,45.1,6.1,190.3,Annual,12,oranges
chennai,tamil_nadu,clay,101,47,51,27.5,56.4,6.9,151.7,Annual,11,banana
madurai,tamil_nadu,loamy,74,42,52,25.2,56.6,6.6,83.6,Annual,10,banana
jaipur,rajasthan,sandy,34,17,34,20.3,31.8,7.2,34.2,Kharif,8,pulses
kolkata,west_bengal,alluvial,86,50,53,23.9,76.4,6.0,294.2,Annual,4,tea
thiruvananthapuram,kerala,laterite,84,42,52,29.6,74.1,5.1,275.9,Kharif,8,rice
nagpur,maharashtra,black,69,59,73,26.0,53.0,6.4,147.3,Kharif,9,soybean
ludhiana,punjab,alluvial,74,46,56,11.0,66.9,7.5,87.2,Rabi,1,wheat
madurai,tamil_nadu,loamy,63,52,48,23.4,55.3,6.7,205.2,Kharif,7,groundnut
kolkata,west_bengal,alluvial,61,38,50,27.8,62.8,6.3,269.4,Kharif,7,rice
mahendragarh,haryana,sandy_loam,42,39,29,22.4,30.5,7.6,75.8,Rabi,1,barley
madurai,tamil_nadu,loamy,94,39,43,22.4,64.2,6.4,88.8,Annual,4,sugarcane
thiruvananthapuram,kerala,laterite,54,54,51,25.0,74.7,5.8,345.7,Kharif,9,tapioca
madurai,tamil_nadu,loamy,84,53,35,33.3,61.5,6.6,93.6,Annual,9,sugarcane
ludhiana,punjab,alluvial,96,56,57,34.9,63.6,7.3,143.4,Kharif,8,sugarcane
siliguri,west_bengal,laterite,85,33,52,20.5,76.6,5.9,333.0,Kharif,9,maize
kochi,kerala,loamy,94,65,68,26.2,82.6,6.1,372.2,Annual,12,pepper
lucknow,uttar_pradesh,alluvial,81,48,43,35.5,72.1,6.1,83.6,Kharif,8,rice
amritsar,punjab,alluvial,73,67,56,27.3,64.8,6.7,151.4,Kharif,7,maize
kochi,kerala,loamy,62,34,70,24.6,85.2,5.6,408.1,Kharif,8,rice
jodhpur,rajasthan,sandy,46,20,22,31.0,31.3,7.6,46.0,Kharif,7,pulses
nagpur,maharashtra,black,98,36,64,26.7,32.0,6.6,151.2,Kharif,8,soybean
nagpur,maharashtra,black,93,53,56,21.2,41.7,6.4,112.5,Kharif,8,cotton
lucknow,uttar_pradesh,alluvial,87,45,48,11.3,71.6,6.4,62.7,Rabi,2,wheat
thiruvananthapuram,kerala,laterite,77,41,50,30.1,76.1,6.3,305.7,Annual,6,coconut
thiruvananthapuram,kerala,laterite,64,36,60,28.1,81.0,5.6,233.4,Annual,6,coconut
thiruvananthapuram,kerala,laterite,75,42,60,25.0,81.4,6.2,254.0,Annual,5,coconut
nagpur,maharashtra,black,85,55,61,28.9,43.9,6.9,61.3,Kharif,6,cotton
madurai,tamil_nadu,loamy,61,33,40,24.0,54.5,6.8,143.3,Annual,3,banana
jaipur,rajasthan,sandy,44,27,24,36.8,33.4,7.6,30.4,Kharif,9,pulses
amritsar,punjab,alluvial,75,51,64,32.3,50.1,7.5,104.0,Kharif,6,rice
jodhpur,rajasthan,sandy,20,34,32,22.3,24.2,8.0,37.7,Kharif,6,pulses
kochi,kerala,loamy,63,42,45,25.2,83.9,6.4,311.0,Annual,9,pepper
thiruvananthapuram,kerala,laterite,78,34,57,27.3,74.7,5.2,358.6,Kharif,8,rice
ludhiana,punjab,alluvial,80,41,36,22.3,46.9,7.3,121.8,Kharif,6,rice
pune,maharashtra,black,94,48,59,31.5,53.6,6.5,109.0,Kharif,8,groundnut
lucknow,uttar_pradesh,alluvial,83,38,65,23.4,52.4,6.2,165.9,Kharif,7,sugarcane
thiruvananthapuram,kerala,laterite,66,41,60,30.0,87.1,5.1,328.7,Kharif,8,rice
siliguri,west_bengal,laterite,75,36,44,23.5,68.5,5.2,189.4,Kharif,8,rice
ludhiana,punjab,alluvial,82,44,59,27.2,53.4,7.3,142.2,Rabi,12,wheat
kochi,kerala,loamy,94,35,68,27.1,86.6,6.3,260.7,Annual,11,pepper
nagpur,maharashtra,black,103,58,50,26.8,31.2,6.9,137.7,Annual,11,oranges
siliguri,west_bengal,laterite,81,27,50,19.6,60.3,5.8,310.2,Kharif,7,maize
ludhiana,punjab,alluvial,72,48,40,27.3,45.8,6.9,199.1,Kharif,7,sugarcane
pune,maharashtra,black,67,49,49,21.3,43.0,6.3,65.0,Kharif,7,sorghum
lucknow,uttar_pradesh,alluvial,92,32,57,32.7,57.6,6.8,157.7,Kharif,6,sugarcane
ludhiana,punjab,alluvial,81,48,38,14.9,60.1,6.9,89.3,Kharif,8,sugarcane
mahendragarh,haryana,sandy_loam,59,26,42,11.6,44.1,7.2,111.6,Rabi,12,gram
jodhpur,rajasthan,sandy,40,17,35,35.1,14.4,8.0,45.2,Kharif,6,millets
madurai,tamil_nadu,loamy,74,55,54,29.4,60.6,6.6,152.0,Annual,9,banana
amritsar,punjab,alluvial,89,50,50,22.0,39.0,7.0,72.9,Kharif,6,maize
jaipur,rajasthan,sandy,41,27,27,20.8,17.7,8.1,79.8,Kharif,7,pulses
kochi,kerala,loamy,71,41,57,24.9,78.1,6.1,256.6,Annual,12,pepper
jaipur,rajasthan,sandy,40,33,45,22.3,44.3,8.5,86.0,Kharif,7,bajra
jaipur,rajasthan,sandy,35,33,26,41.6,30.5,7.8,24.9,Kharif,9,bajra
chennai,tamil_nadu,clay,70,39,47,24.5,58.5,6.3,109.9,Annual,4,banana
mahendragarh,haryana,sandy_loam,58,27,34,20.8,24.6,7.9,86.0,Rabi,11,wheat
madurai,tamil_nadu,loamy,95,42,38,22.1,52.1,6.3,132.2,Kharif,9,groundnut
thiruvananthapuram,kerala,laterite,53,53,42,31.2,75.2,5.5,233.7,Kharif,8,rice
ludhiana,punjab,alluvial,87,53,55,28.3,65.7,7.1,79.2,Rabi,2,wheat
nagpur,maharashtra,black,103,60,46,18.6,37.9,6.8,62.4,Kharif,8,soybean
lucknow,uttar_pradesh,alluvial,60,41,61,31.2,77.7,7.4,171.8,Rabi,12,wheat
jaipur,rajasthan,sandy,26,37,21,29.6,44.2,8.0,62.2,Kharif,8,bajra
ludhiana,punjab,alluvial,95,69,41,16.1,42.6,6.6,176.1,Rabi,11,wheat
pune,maharashtra,black,78,47,55,16.9,56.5,6.9,142.8,Kharif,6,sorghum
thiruvananthapuram,kerala,laterite,52,46,54,24.1,83.9,6.1,274.6,Kharif,9,tapioca
jodhpur,rajasthan,sandy,55,14,27,33.8,27.0,8.1,21.2,Kharif,8,millets
chennai,tamil_nadu,clay,93,42,74,29.2,71.7,7.3,176.2,Kharif,6,groundnut
jaipur,rajasthan,sandy,29,26,20,28.2,32.7,7.3,65.4,Kharif,9,pulses
ludhiana,punjab,alluvial,71,62,49,14.4,40.7,6.6,114.7,Kharif,9,sugarcane
kochi,kerala,loamy,95,63,75,29.8,77.8,5.5,444.4,Annual,8,banana
jodhpur,rajasthan,sandy,28,12,40,32.1,20.1,7.8,77.0,Kharif,8,millets
jaipur,rajasthan,sandy,43,37,22,34.8,19.1,7.4,80.2,Rabi,2,barley
thiruvananthapuram,kerala,laterite,84,51,60,30.7,79.9,5.4,313.9,Kharif,6,rice
chennai,tamil_nadu,clay,87,43,51,26.0,73.1,6.7,167.1,Kharif,7,groundnut
ludhiana,punjab,alluvial,86,63,53,17.9,67.5,6.6,133.0,Kharif,6,sugarcane
madurai,tamil_nadu,loamy,81,31,45,27.7,62.6,6.0,160.9,Annual,6,banana
amritsar,punjab,alluvial,70,62,53,7.5,57.0,6.6,87.9,Kharif,9,rice
kochi,kerala,loamy,72,33,69,25.2,87.4,5.8,416.1,Annual,7,banana
amritsar,punjab,alluvial,105,59,45,30.1,61.6,6.8,47.0,Kharif,7,maize
jaipur,rajasthan,sandy,35,37,28,35.8,22.2,7.2,62.0,Kharif,7,pulses
siliguri,west_bengal,laterite,55,40,37,15.8,68.8,5.8,289.6,Kharif,8,maize
mahendragarh,haryana,sandy_loam,48,15,39,14.5,38.6,7.8,147.5,Rabi,11,wheat
madurai,tamil_nadu,loamy,61,43,37,31.7,51.1,6.4,212.6,Annual,6,sugarcane
lucknow,uttar_pradesh,alluvial,96,34,41,11.1,58.5,7.2,172.8,Rabi,11,wheat
madurai,tamil_nadu,loamy,80,38,63,31.1,74.7,6.1,150.6,Annual,1,sugarcane
thiruvananthapuram,kerala,laterite,70,52,44,25.8,81.6,6.2,294.8,Annual,9,coconut
siliguri,west_bengal,laterite,82,38,46,16.7,66.4,6.4,303.2,Kharif,7,maize
siliguri,west_bengal,laterite,85,44,60,24.4,83.1,6.5,190.4,Kharif,6,maize
nagpur,maharashtra,black,73,63,44,18.6,43.3,6.2,168.5,Annual,2,oranges
madurai,tamil_nadu,loamy,64,51,40,22.9,72.3,6.2,203.4,Kharif,9,groundnut
thiruvananthapuram,kerala,laterite,78,38,51,30.1,84.8,5.5,382.0,Kharif,8,tapioca
siliguri,west_bengal,laterite,67,33,52,20.7,78.6,5.7,267.7,Kharif,6,maize
pune,maharashtra,black,69,59,69,24.6,54.2,7.0,104.5,Rabi,1,gram
pune,maharashtra,black,75,59,43,25.3,46.6,6.1,174.3,Kharif,8,groundnut
nagpur,maharashtra,black,85,46,68,29.2,44.1,6.4,115.6,Annual,1,oranges
pune,maharashtra,black,50,49,37,25.3,46.7,6.8,75.0,Rabi,12,wheat
jaipur,rajasthan,sandy,26,36,39,22.2,22.0,8.4,119.7,Kharif,8,pulses
jaipur,rajasthan,sandy,31,34,41,20.4,24.9,7.4,114.2,Kharif,9,pulses
madurai,tamil_nadu,loamy,93,52,40,24.2,50.6,6.7,131.9,Annual,1,banana
pune,maharashtra,black,94,60,40,28.0,69.9,6.9,153.4,Kharif,8,sorghum
amritsar,punjab,alluvial,106,51,62,32.0,35.3,7.4,131.1,Kharif,8,rice
kochi,kerala,loamy,75,37,61,25.5,85.8,5.7,419.6,Kharif,6,rice
thiruvananthapuram,kerala,laterite,78,50,63,28.9,70.6,5.4,390.3,Kharif,8,tapioca
jaipur,rajasthan,sandy,37,19,34,33.1,16.5,7.5,94.3,Kharif,9,bajra
madurai,tamil_nadu,loamy,51,37,56,31.8,51.6,6.0,135.0,Annual,11,banana
madurai,tamil_nadu,loamy,69,54,58,22.2,67.3,6.6,80.4,Kharif,7,groundnut
kolkata,west_bengal,alluvial,88,36,53,20.6,78.3,7.0,171.2,Kharif,6,rice
ludhiana,punjab,alluvial,84,60,40,31.8,58.5,6.7,131.8,Kharif,6,maize
kolkata,west_bengal,alluvial,81,48,50,22.1,70.8,6.1,130.7,Kharif,8,rice
jaipur,rajasthan,sandy,26,27,38,29.4,42.4,8.2,25.9,Kharif,6,pulses
jodhpur,rajasthan,sandy,50,18,16,39.1,36.9,8.5,45.1,Kharif,9,pulses
kochi,kerala,loamy,68,42,58,26.1,85.5,6.5,415.5,Annual,12,coconut
mahendragarh,haryana,sandy_loam,56,29,32,29.0,53.9,7.3,21.0,Rabi,2,wheat
amritsar,punjab,alluvial,70,42,50,12.5,46.4,6.8,147.9,Kharif,8,maize
amritsar,punjab,alluvial,99,57,43,11.8,36.8,6.7,153.6,Kharif,6,rice
kochi,kerala,loamy,69,49,61,30.0,76.0,6.2,208.0,Annual,4,coconut
mahendragarh,haryana,sandy_loam,47,22,20,25.9,58.4,7.6,73.8,Rabi,11,mustard
nagpur,maharashtra,black,69,63,47,19.6,45.7,6.2,79.1,Kharif,6,cotton
mahendragarh,haryana,sandy_loam,54,25,44,31.9,42.5,7.8,90.6,Kharif,8,bajra
kolkata,west_bengal,alluvial,62,35,58,30.3,83.1,6.3,191.1,Annual,3,tea
pune,maharashtra,black,92,55,46,30.1,66.0,6.1,111.8,Kharif,9,soybean
jodhpur,rajasthan,sandy,36,24,29,41.6,30.8,7.6,73.5,Kharif,6,millets
ludhiana,punjab,alluvial,80,47,52,28.3,40.2,6.7,155.1,Rabi,1,wheat
amritsar,punjab,alluvial,74,51,64,30.7,58.6,7.0,149.2,Rabi,12,wheat
kochi,kerala,loamy,91,36,67,24.7,76.7,5.9,333.9,Kharif,8,rice
kolkata,west_bengal,alluvial,62,53,58,32.3,77.1,6.5,295.1,Annual,9,tea
amritsar,punjab,alluvial,94,57,51,8.2,36.5,7.5,80.8,Kharif,6,maize
pune,maharashtra,black,54,47,59,26.6,40.4,6.9,127.1,Kharif,7,groundnut
amritsar,punjab,alluvial,91,70,63,15.1,36.6,6.6,101.7,Kharif,8,maize
amritsar,punjab,alluvial,80,40,36,11.6,41.4,6.8,55.3,Kharif,9,maize
lucknow,uttar_pradesh,alluvial,69,31,43,12.3,51.1,7.5,184.4,Kharif,7,rice
kochi,kerala,loamy,88,37,44,27.0,89.3,5.9,350.6,Annual,12,coconut
pune,maharashtra,black,93,34,35,17.4,57.2,7.0,98.8,Rabi,11,gram
kochi,kerala,loamy,63,38,68,27.5,87.8,5.6,419.0,Annual,4,coconut
pune,maharashtra,black,52,58,43,24.6,49.6,6.9,117.0,Kharif,7,sorghum
siliguri,west_bengal,laterite,76,26,46,24.3,74.9,6.4,238.0,Annual,1,tea
jaipur,rajasthan,sandy,31,34,37,24.9,38.0,8.0,85.2,Rabi,2,barley
chennai,tamil_nadu,clay,103,56,44,29.6,66.3,6.9,226.3,Annual,7,sugarcane
amritsar,punjab,alluvial,77,70,60,7.8,42.4,7.5,104.9,Kharif,7,maize
nagpur,maharashtra,black,85,40,49,28.2,62.1,6.2,76.6,Kharif,9,cotton
jaipur,rajasthan,sandy,48,27,37,39.5,44.1,7.6,117.0,Kharif,6,bajra
siliguri,west_bengal,laterite,67,32,57,20.1,63.8,5.9,310.8,Kharif,6,rice
kolkata,west_bengal,alluvial,69,48,49,30.9,83.5,6.3,126.5,Kharif,6,jute
siliguri,west_bengal,laterite,76,34,54,25.0,77.9,5.9,218.8,Kharif,7,rice
nagpur,maharashtra,black,84,40,69,21.4,63.9,6.4,120.7,Annual,10,oranges
lucknow,uttar_pradesh,alluvial,78,60,39,16.6,71.4,7.0,234.7,Kharif,6,rice
kochi,kerala,loamy,90,50,57,28.7,76.5,6.0,328.3,Annual,11,banana
mahendragarh,haryana,sandy_loam,31,38,39,33.3,25.9,7.2,60.4,Rabi,2,gram
lucknow,uttar_pradesh,alluvial,98,48,56,19.9,48.8,6.8,212.9,Kharif,6,sugarcane
amritsar,punjab,alluvial,99,70,40,30.1,55.0,6.9,68.3,Kharif,8,maize
pune,maharashtra,black,52,55,50,16.5,59.7,6.4,153.6,Kharif,7,sorghum
jaipur,rajasthan,sandy,48,38,28,28.1,29.0,8.1,111.6,Rabi,11,barley
chennai,tamil_nadu,clay,91,45,69,28.8,76.4,7.1,248.4,Annual,5,banana
kochi,kerala,loamy,78,45,67,26.6,82.1,6.4,298.3,Annual,4,banana
kochi,kerala,loamy,82,43,57,24.9,77.7,5.8,205.5,Annual,2,pepper
kochi,kerala,loamy,94,49,72,24.6,80.1,6.3,349.0,Kharif,8,rice
kolkata,west_bengal,alluvial,72,39,54,22.5,85.6,6.2,201.6,Kharif,9,jute
nagpur,maharashtra,black,83,59,47,22.8,45.4,6.9,100.0,Kharif,7,cotton
madurai,tamil_nadu,loamy,84,48,41,25.2,72.4,6.9,194.3,Annual,11,banana
nagpur,maharashtra,black,73,57,43,26.2,46.5,6.7,124.1,Kharif,8,soybean
ludhiana,punjab,alluvial,104,60,51,27.7,54.9,7.0,103.4,Rabi,11,wheat
amritsar,punjab,alluvial,75,51,58,21.3,37.8,7.4,73.7,Rabi,11,wheat
amritsar,punjab,alluvial,112,48,58,30.3,48.0,7.4,135.7,Rabi,1,wheat
nagpur,maharashtra,black,63,38,71,21.5,68.6,6.9,190.7,Kharif,9,soybean
madurai,tamil_nadu,loamy,83,43,60,26.4,68.5,6.1,206.7,Annual,12,sugarcane
jaipur,rajasthan,sandy,52,27,41,27.1,20.6,7.7,31.1,Rabi,12,barley
mahendragarh,haryana,sandy_loam,34,29,49,23.4,21.0,7.9,62.3,Rabi,1,wheat
jodhpur,rajasthan,sandy,21,14,30,40.8,15.3,7.6,31.6,Kharif,6,millets
kolkata,west_bengal,alluvial,63,43,40,28.5,66.8,6.6,262.5,Kharif,7,jute
thiruvananthapuram,kerala,laterite,83,55,55,29.6,78.9,5.2,187.7,Kharif,9,rice
ludhiana,punjab,alluvial,109,51,41,27.1,55.5,6.9,186.0,Kharif,9,rice
mahendragarh,haryana,sandy_loam,56,40,27,18.6,48.8,8.0,65.8,Rabi,12,gram
lucknow,uttar_pradesh,alluvial,75,34,40,13.9,67.7,7.2,103.1,Kharif,7,sugarcane
chennai,tamil_nadu,clay,98,54,51,24.0,65.9,6.7,197.9,Annual,9,sugarcane
